Label,Assay ID,Condition ID,"K2HPO4
(mM)","KH2PO4
(mM)","Na2HPO4
(mM)","Glucose
(mM)","(NH4)2SO4
(mM)","NH4Cl
(mM)","Alanine
(mM)","Arginine/HCl
(mM)","Asparagine/H2O
(mM)","AsparticAcid
(mM)","Cystine/HCl/H2O
(mM)","GlutamicAcid/HCl
(mM)","Glutamine
(mM)","Glycine
(mM)","Histidine/HCl/H2O
(mM)","Isoleucine
(mM)","Leucine
(mM)","Lysine/HCl
(mM)","Methionine
(mM)","Phenylalanine
(mM)","Proline
(mM)","Serine
(mM)","Threonine
(mM)","Tryptophan
(mM)","Tyrosine
(mM)","Valine
(mM)","KCl
(mM)","NaCl
(mM)","MgSO4/7H2O
(mM)","MgCl2/6H2O
(mM)","CaCl2/2H2O
(mM)","CaSO4/2H2O
(mM)","Na3C6H5O7/2H2O
(mM)","Na2S2O3/5H2O
(mM)","FeSO4/7H2O
(mM)","CuSO4/5H2O
(mM)","Na2MoO4/2H2O
(mM)","ZuSO4/7H2O
(mM)","Thiamine/HCl
(mM)","Pyridoxine
(mM)","FolicAcid
(mM)","Riboflavin
(mM)","H3BO3
(mM)","AminobenzoicAcid
(mM)"
Curve10824,Round05_1956,Cond00733,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,0.02,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10825,Round05_1957,Cond00734,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,1.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10826,Round05_1958,Cond00734,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,1.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10827,Round05_1959,Cond00734,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,1.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10828,Round05_1960,Cond00734,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,1.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10829,Round05_1961,Cond00734,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,1.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10830,Round05_1962,Cond00734,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,1.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10831,Round05_1963,Cond00734,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,1.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10832,Round05_1964,Cond00734,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,1.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10833,Round05_1965,Cond00734,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,1.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10834,Round05_1966,Cond00734,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,1.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10835,Round05_1967,Cond00734,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,1.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10836,Round05_1968,Cond00734,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,1.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10837,Round05_1969,Cond00577,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10838,Round05_1970,Cond00577,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10839,Round05_1971,Cond00577,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10840,Round05_1972,Cond00577,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10841,Round05_1973,Cond00577,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10842,Round05_1974,Cond00577,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10843,Round05_1975,Cond00577,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10844,Round05_1976,Cond00577,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10845,Round05_1977,Cond00577,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10846,Round05_1978,Cond00577,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10847,Round05_1979,Cond00577,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10848,Round05_1980,Cond00577,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10849,Round05_1981,Cond00735,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.025,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10850,Round05_1982,Cond00735,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.025,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10851,Round05_1983,Cond00735,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.025,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10852,Round05_1984,Cond00735,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.025,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10853,Round05_1985,Cond00735,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.025,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10854,Round05_1986,Cond00735,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.025,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10855,Round05_1987,Cond00735,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.025,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10856,Round05_1988,Cond00735,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.025,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10857,Round05_1989,Cond00735,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.025,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10858,Round05_1990,Cond00735,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.025,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10859,Round05_1991,Cond00735,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.025,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10860,Round05_1992,Cond00735,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.025,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10861,Round05_1993,Cond00736,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.05,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10862,Round05_1994,Cond00736,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.05,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10863,Round05_1995,Cond00736,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.05,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10864,Round05_1996,Cond00736,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.05,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10865,Round05_1997,Cond00736,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.05,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10866,Round05_1998,Cond00736,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.05,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10867,Round05_1999,Cond00736,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.05,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10868,Round05_2000,Cond00736,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.05,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10869,Round05_2001,Cond00736,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.05,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10870,Round05_2002,Cond00736,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.05,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10871,Round05_2003,Cond00736,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.05,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10872,Round05_2004,Cond00736,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.05,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10873,Round05_2005,Cond00737,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.5,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10874,Round05_2006,Cond00737,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.5,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10875,Round05_2007,Cond00737,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.5,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10876,Round05_2008,Cond00737,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.5,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10877,Round05_2009,Cond00737,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.5,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10878,Round05_2010,Cond00737,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.5,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10879,Round05_2011,Cond00737,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.5,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10880,Round05_2012,Cond00737,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.5,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10881,Round05_2013,Cond00737,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.5,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10882,Round05_2014,Cond00737,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.5,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10883,Round05_2015,Cond00737,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.5,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10884,Round05_2016,Cond00737,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.5,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10885,Round05_2017,Cond00738,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,5.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10886,Round05_2018,Cond00738,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,5.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10887,Round05_2019,Cond00738,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,5.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10888,Round05_2020,Cond00738,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,5.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10889,Round05_2021,Cond00738,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,5.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10890,Round05_2022,Cond00738,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,5.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
