ENSP,ENSG
ENSP00000263672,ENSG00000118363
ENSP00000433439,ENSG00000118363
ENSP00000434248,ENSG00000118363
ENSP00000434706,ENSG00000118363
ENSP00000436759,ENSG00000118363
ENSP00000229266,ENSG00000111666
ENSP00000446994,ENSG00000111666
ENSP00000447887,ENSG00000111666
ENSP00000447920,ENSG00000111666
ENSP00000448369,ENSG00000111666
ENSP00000448766,ENSG00000111666
ENSP00000448831,ENSG00000111666
ENSP00000283254,ENSG00000153253
ENSP00000386726,ENSG00000153253
ENSP00000391569,ENSG00000153253
ENSP00000403348,ENSG00000153253
ENSP00000491552,ENSG00000153253
ENSP00000492251,ENSG00000153253
ENSP00000492807,ENSG00000153253
ENSP00000499420,ENSG00000153253
ENSP00000499598,ENSG00000153253
ENSP00000516211,ENSG00000153253
ENSP00000298317,ENSG00000165526
ENSP00000433065,ENSG00000165526
ENSP00000433709,ENSG00000165526
ENSP00000307089,ENSG00000225697
ENSP00000337648,ENSG00000225697
ENSP00000351597,ENSG00000225697
ENSP00000373239,ENSG00000225697
ENSP00000378920,ENSG00000225697
ENSP00000387532,ENSG00000225697
ENSP00000388721,ENSG00000225697
ENSP00000389922,ENSG00000225697
ENSP00000401066,ENSG00000225697
ENSP00000401813,ENSG00000225697
ENSP00000404607,ENSG00000225697
ENSP00000404684,ENSG00000225697
ENSP00000405872,ENSG00000225697
ENSP00000378687,ENSG00000196313
ENSP00000405562,ENSG00000196313
ENSP00000486504,ENSG00000196313
ENSP00000322229,ENSG00000149485
ENSP00000391229,ENSG00000149485
ENSP00000405087,ENSG00000149485
ENSP00000407895,ENSG00000149485
ENSP00000416043,ENSG00000149485
ENSP00000429016,ENSG00000149485
ENSP00000438997,ENSG00000149485
ENSP00000439097,ENSG00000149485
ENSP00000439790,ENSG00000149485
ENSP00000440652,ENSG00000149485
ENSP00000441403,ENSG00000149485
ENSP00000441871,ENSG00000149485
ENSP00000442170,ENSG00000149485
ENSP00000443037,ENSG00000149485
ENSP00000443587,ENSG00000149485
ENSP00000445253,ENSG00000149485
ENSP00000445442,ENSG00000149485
ENSP00000446270,ENSG00000149485
ENSP00000222115,ENSG00000105509
ENSP00000445021,ENSG00000105509
ENSP00000469165,ENSG00000105509
ENSP00000471953,ENSG00000105509
ENSP00000472821,ENSG00000105509
ENSP00000398837,ENSG00000272333
ENSP00000501039,ENSG00000272333
ENSP00000501076,ENSG00000272333
ENSP00000501226,ENSG00000272333
ENSP00000501283,ENSG00000272333
ENSP00000508504,ENSG00000272333
ENSP00000508560,ENSG00000272333
ENSP00000508674,ENSG00000272333
ENSP00000508975,ENSG00000272333
ENSP00000509152,ENSG00000272333
ENSP00000509289,ENSG00000272333
ENSP00000509384,ENSG00000272333
ENSP00000509503,ENSG00000272333
ENSP00000509532,ENSG00000272333
ENSP00000509761,ENSG00000272333
ENSP00000509779,ENSG00000272333
ENSP00000509970,ENSG00000272333
ENSP00000510117,ENSG00000272333
ENSP00000510398,ENSG00000272333
ENSP00000510450,ENSG00000272333
ENSP00000510535,ENSG00000272333
ENSP00000510651,ENSG00000272333
ENSP00000510775,ENSG00000272333
ENSP00000313377,ENSG00000125779
ENSP00000417609,ENSG00000125779
ENSP00000476745,ENSG00000125779
ENSP00000477229,ENSG00000125779
ENSP00000477429,ENSG00000125779
ENSP00000481523,ENSG00000125779
ENSP00000495157,ENSG00000125779
ENSP00000496112,ENSG00000125779
ENSP00000483631,ENSG00000273820
ENSP00000264167,ENSG00000018510
ENSP00000386688,ENSG00000018510
ENSP00000490844,ENSG00000018510
ENSP00000494433,ENSG00000018510
ENSP00000504957,ENSG00000018510
ENSP00000504994,ENSG00000018510
ENSP00000505205,ENSG00000018510
ENSP00000505333,ENSG00000018510
ENSP00000505342,ENSG00000018510
ENSP00000505536,ENSG00000018510
ENSP00000505620,ENSG00000018510
ENSP00000505929,ENSG00000018510
ENSP00000506137,ENSG00000018510
ENSP00000506323,ENSG00000018510
ENSP00000506484,ENSG00000018510
ENSP00000249042,ENSG00000128311
ENSP00000385828,ENSG00000128311
ENSP00000400764,ENSG00000128311
ENSP00000478739,ENSG00000128311
ENSP00000364252,ENSG00000188257
ENSP00000383364,ENSG00000188257
ENSP00000496912,ENSG00000188257
ENSP00000504762,ENSG00000188257
ENSP00000223369,ENSG00000106636
ENSP00000412414,ENSG00000106636
ENSP00000420805,ENSG00000106636
ENSP00000503337,ENSG00000106636
ENSP00000503381,ENSG00000106636
ENSP00000503560,ENSG00000106636
ENSP00000503746,ENSG00000106636
ENSP00000504160,ENSG00000106636
ENSP00000504364,ENSG00000106636
ENSP00000504623,ENSG00000106636
ENSP00000427366,ENSG00000229579
ENSP00000499901,ENSG00000158865
ENSP00000499965,ENSG00000158865
ENSP00000500055,ENSG00000158865
ENSP00000500207,ENSG00000158865
ENSP00000500384,ENSG00000158865
ENSP00000500395,ENSG00000158865
ENSP00000500525,ENSG00000158865
ENSP00000500570,ENSG00000158865
ENSP00000500759,ENSG00000158865
ENSP00000500955,ENSG00000158865
ENSP00000518306,ENSG00000158865
ENSP00000289932,ENSG00000158865
ENSP00000416782,ENSG00000158865
ENSP00000441384,ENSG00000158865
ENSP00000454401,ENSG00000158865
ENSP00000454732,ENSG00000158865
ENSP00000456234,ENSG00000158865
ENSP00000456376,ENSG00000158865
ENSP00000457179,ENSG00000158865
ENSP00000458806,ENSG00000158865
ENSP00000340815,ENSG00000168003
ENSP00000367121,ENSG00000168003
ENSP00000367122,ENSG00000168003
ENSP00000367123,ENSG00000168003
ENSP00000438032,ENSG00000168003
ENSP00000438353,ENSG00000168003
ENSP00000440001,ENSG00000168003
ENSP00000440819,ENSG00000168003
ENSP00000442135,ENSG00000168003
ENSP00000444236,ENSG00000168003
ENSP00000444250,ENSG00000168003
ENSP00000444439,ENSG00000168003
ENSP00000445858,ENSG00000168003
ENSP00000504939,ENSG00000168003
ENSP00000505079,ENSG00000168003
ENSP00000505110,ENSG00000168003
ENSP00000505253,ENSG00000168003
ENSP00000505585,ENSG00000168003
ENSP00000505639,ENSG00000168003
ENSP00000506006,ENSG00000168003
ENSP00000506217,ENSG00000168003
ENSP00000506230,ENSG00000168003
ENSP00000506238,ENSG00000168003
ENSP00000506366,ENSG00000168003
ENSP00000506460,ENSG00000168003
ENSP00000506498,ENSG00000168003
ENSP00000376793,ENSG00000196136
ENSP00000376795,ENSG00000196136
ENSP00000450540,ENSG00000196136
ENSP00000451119,ENSG00000196136
ENSP00000452246,ENSG00000196136
ENSP00000452476,ENSG00000196136
ENSP00000481617,ENSG00000196136
ENSP00000332151,ENSG00000111817
ENSP00000352567,ENSG00000111817
ENSP00000397597,ENSG00000111817
ENSP00000404049,ENSG00000111817
ENSP00000494147,ENSG00000111817
ENSP00000494202,ENSG00000111817
ENSP00000495184,ENSG00000111817
ENSP00000495885,ENSG00000111817
ENSP00000495970,ENSG00000111817
ENSP00000265498,ENSG00000085871
ENSP00000423008,ENSG00000085871
ENSP00000424278,ENSG00000085871
ENSP00000482639,ENSG00000085871
ENSP00000361021,ENSG00000171862
ENSP00000483066,ENSG00000171862
ENSP00000508742,ENSG00000171862
ENSP00000508752,ENSG00000171862
ENSP00000508909,ENSG00000171862
ENSP00000509861,ENSG00000171862
ENSP00000514757,ENSG00000171862
ENSP00000514758,ENSG00000171862
ENSP00000514759,ENSG00000171862
ENSP00000516675,ENSG00000171862
ENSP00000518161,ENSG00000171862
ENSP00000519142,ENSG00000171862
ENSP00000519144,ENSG00000171862
ENSP00000494918,ENSG00000171862
ENSP00000518242,ENSG00000171862
ENSP00000518243,ENSG00000171862
ENSP00000518244,ENSG00000171862
ENSP00000518245,ENSG00000171862
ENSP00000518246,ENSG00000171862
ENSP00000518247,ENSG00000171862
ENSP00000518248,ENSG00000171862
ENSP00000518249,ENSG00000171862
ENSP00000278655,ENSG00000101333
ENSP00000367734,ENSG00000101333
ENSP00000367754,ENSG00000101333
ENSP00000367762,ENSG00000101333
ENSP00000390616,ENSG00000101333
ENSP00000395753,ENSG00000101333
ENSP00000412982,ENSG00000101333
ENSP00000508442,ENSG00000101333
ENSP00000508467,ENSG00000101333
ENSP00000508595,ENSG00000101333
ENSP00000508600,ENSG00000101333
ENSP00000508624,ENSG00000101333
ENSP00000508650,ENSG00000101333
ENSP00000508676,ENSG00000101333
ENSP00000508677,ENSG00000101333
ENSP00000508726,ENSG00000101333
ENSP00000508817,ENSG00000101333
ENSP00000509144,ENSG00000101333
ENSP00000509150,ENSG00000101333
ENSP00000509167,ENSG00000101333
ENSP00000509212,ENSG00000101333
ENSP00000509227,ENSG00000101333
ENSP00000509265,ENSG00000101333
ENSP00000509321,ENSG00000101333
ENSP00000509390,ENSG00000101333
ENSP00000509409,ENSG00000101333
ENSP00000509460,ENSG00000101333
ENSP00000509597,ENSG00000101333
ENSP00000509615,ENSG00000101333
ENSP00000509641,ENSG00000101333
ENSP00000509766,ENSG00000101333
ENSP00000509912,ENSG00000101333
ENSP00000510063,ENSG00000101333
ENSP00000510118,ENSG00000101333
ENSP00000510124,ENSG00000101333
ENSP00000510215,ENSG00000101333
ENSP00000510275,ENSG00000101333
ENSP00000510302,ENSG00000101333
ENSP00000510341,ENSG00000101333
ENSP00000510444,ENSG00000101333
ENSP00000510457,ENSG00000101333
ENSP00000510512,ENSG00000101333
ENSP00000510632,ENSG00000101333
ENSP00000510662,ENSG00000101333
ENSP00000510690,ENSG00000101333
ENSP00000510725,ENSG00000101333
ENSP00000510734,ENSG00000101333
ENSP00000333262,ENSG00000185133
ENSP00000383150,ENSG00000185133
ENSP00000384534,ENSG00000185133
ENSP00000384540,ENSG00000185133
ENSP00000384596,ENSG00000185133
ENSP00000385264,ENSG00000185133
ENSP00000385343,ENSG00000185133
ENSP00000401124,ENSG00000185133
ENSP00000406570,ENSG00000185133
ENSP00000520436,ENSG00000185133
ENSP00000520437,ENSG00000185133
ENSP00000308928,ENSG00000083799
ENSP00000381574,ENSG00000083799
ENSP00000392025,ENSG00000083799
ENSP00000454515,ENSG00000083799
ENSP00000455535,ENSG00000083799
ENSP00000456488,ENSG00000083799
ENSP00000456912,ENSG00000083799
ENSP00000457576,ENSG00000083799
ENSP00000458507,ENSG00000083799
ENSP00000462134,ENSG00000083799
ENSP00000463197,ENSG00000083799
ENSP00000478171,ENSG00000276043
ENSP00000478348,ENSG00000276043
ENSP00000478601,ENSG00000276043
ENSP00000479617,ENSG00000276043
ENSP00000480214,ENSG00000276043
ENSP00000484739,ENSG00000276043
ENSP00000485604,ENSG00000276043
ENSP00000498698,ENSG00000276043
ENSP00000355265,ENSG00000228253
ENSP00000225929,ENSG00000108786
ENSP00000465128,ENSG00000108786
ENSP00000466799,ENSG00000108786
ENSP00000358232,ENSG00000203837
ENSP00000320171,ENSG00000067225
ENSP00000334983,ENSG00000067225
ENSP00000373745,ENSG00000067225
ENSP00000454668,ENSG00000067225
ENSP00000455584,ENSG00000067225
ENSP00000455736,ENSG00000067225
ENSP00000455901,ENSG00000067225
ENSP00000456004,ENSG00000067225
ENSP00000456970,ENSG00000067225
ENSP00000456984,ENSG00000067225
ENSP00000457198,ENSG00000067225
ENSP00000457253,ENSG00000067225
ENSP00000457420,ENSG00000067225
ENSP00000457830,ENSG00000067225
ENSP00000513902,ENSG00000067225
ENSP00000513903,ENSG00000067225
ENSP00000347084,ENSG00000197586
ENSP00000353131,ENSG00000197586
ENSP00000365840,ENSG00000197586
ENSP00000365854,ENSG00000197586
ENSP00000390095,ENSG00000197586
ENSP00000390511,ENSG00000197586
ENSP00000390646,ENSG00000197586
ENSP00000395064,ENSG00000197586
ENSP00000398844,ENSG00000197586
ENSP00000401573,ENSG00000197586
ENSP00000401895,ENSG00000197586
ENSP00000406975,ENSG00000197586
ENSP00000408098,ENSG00000197586
ENSP00000305899,ENSG00000110066
ENSP00000313027,ENSG00000110066
ENSP00000384724,ENSG00000110066
ENSP00000385005,ENSG00000110066
ENSP00000385640,ENSG00000110066
ENSP00000385965,ENSG00000110066
ENSP00000387685,ENSG00000110066
ENSP00000402921,ENSG00000110066
ENSP00000403233,ENSG00000110066
ENSP00000406377,ENSG00000110066
ENSP00000411146,ENSG00000110066
ENSP00000484858,ENSG00000110066
ENSP00000515027,ENSG00000110066
ENSP00000515028,ENSG00000110066
ENSP00000515029,ENSG00000110066
ENSP00000515030,ENSG00000110066
ENSP00000515031,ENSG00000110066
ENSP00000345721,ENSG00000175048
ENSP00000352821,ENSG00000175048
ENSP00000410713,ENSG00000175048
ENSP00000428211,ENSG00000175048
ENSP00000261427,ENSG00000078140
ENSP00000390483,ENSG00000078140
ENSP00000421203,ENSG00000078140
ENSP00000421422,ENSG00000078140
ENSP00000425301,ENSG00000078140
ENSP00000298085,ENSG00000165349
ENSP00000363417,ENSG00000165349
ENSP00000371450,ENSG00000104723
ENSP00000420829,ENSG00000104723
ENSP00000423426,ENSG00000104723
ENSP00000424544,ENSG00000104723
ENSP00000425777,ENSG00000104723
ENSP00000426880,ENSG00000104723
ENSP00000426973,ENSG00000104723
ENSP00000325395,ENSG00000072778
ENSP00000344152,ENSG00000072778
ENSP00000349297,ENSG00000072778
ENSP00000438689,ENSG00000072778
ENSP00000442082,ENSG00000072778
ENSP00000462366,ENSG00000072778
ENSP00000462611,ENSG00000072778
ENSP00000463246,ENSG00000072778
ENSP00000464254,ENSG00000072778
ENSP00000465353,ENSG00000072778
ENSP00000466487,ENSG00000072778
ENSP00000467920,ENSG00000072778
ENSP00000280467,ENSG00000148942
ENSP00000379326,ENSG00000148942
ENSP00000435053,ENSG00000148942
ENSP00000436011,ENSG00000148942
ENSP00000219252,ENSG00000102978
ENSP00000456367,ENSG00000102978
ENSP00000323479,ENSG00000169255
ENSP00000376530,ENSG00000169255
ENSP00000376532,ENSG00000169255
ENSP00000407027,ENSG00000169255
ENSP00000417053,ENSG00000169255
ENSP00000417643,ENSG00000169255
ENSP00000418226,ENSG00000169255
ENSP00000418567,ENSG00000169255
ENSP00000419127,ENSG00000169255
ENSP00000419476,ENSG00000169255
ENSP00000420059,ENSG00000169255
ENSP00000420163,ENSG00000169255
ENSP00000420604,ENSG00000169255
ENSP00000498243,ENSG00000169255
ENSP00000498331,ENSG00000169255
ENSP00000498346,ENSG00000169255
ENSP00000498369,ENSG00000169255
ENSP00000498378,ENSG00000169255
ENSP00000498427,ENSG00000169255
ENSP00000498435,ENSG00000169255
ENSP00000498478,ENSG00000169255
ENSP00000498481,ENSG00000169255
ENSP00000498487,ENSG00000169255
ENSP00000498542,ENSG00000169255
ENSP00000498553,ENSG00000169255
ENSP00000498633,ENSG00000169255
ENSP00000498655,ENSG00000169255
ENSP00000498660,ENSG00000169255
ENSP00000498689,ENSG00000169255
ENSP00000498696,ENSG00000169255
ENSP00000498743,ENSG00000169255
ENSP00000498765,ENSG00000169255
ENSP00000498810,ENSG00000169255
ENSP00000498840,ENSG00000169255
ENSP00000498854,ENSG00000169255
ENSP00000498901,ENSG00000169255
ENSP00000498902,ENSG00000169255
ENSP00000498907,ENSG00000169255
ENSP00000498978,ENSG00000169255
ENSP00000498982,ENSG00000169255
ENSP00000499003,ENSG00000169255
ENSP00000499010,ENSG00000169255
ENSP00000499072,ENSG00000169255
ENSP00000499079,ENSG00000169255
ENSP00000499180,ENSG00000169255
ENSP00000499186,ENSG00000169255
ENSP00000265322,ENSG00000115425
ENSP00000395512,ENSG00000115425
ENSP00000282276,ENSG00000247626
ENSP00000307432,ENSG00000172340
ENSP00000417260,ENSG00000172340
ENSP00000417589,ENSG00000172340
ENSP00000419325,ENSG00000172340
ENSP00000254035,ENSG00000131730
ENSP00000404203,ENSG00000131730
ENSP00000410289,ENSG00000131730
ENSP00000423264,ENSG00000131730
ENSP00000427635,ENSG00000131730
ENSP00000340684,ENSG00000189221
ENSP00000440846,ENSG00000189221
ENSP00000508493,ENSG00000189221
ENSP00000508997,ENSG00000189221
ENSP00000509063,ENSG00000189221
ENSP00000510311,ENSG00000189221
ENSP00000362413,ENSG00000102144
ENSP00000496140,ENSG00000102144
ENSP00000308268,ENSG00000172508
ENSP00000389009,ENSG00000172508
ENSP00000431670,ENSG00000172508
ENSP00000510668,ENSG00000172508
ENSP00000244217,ENSG00000124370
ENSP00000391140,ENSG00000124370
ENSP00000437361,ENSG00000124370
ENSP00000441569,ENSG00000124370
ENSP00000359204,ENSG00000117600
ENSP00000394913,ENSG00000117600
ENSP00000266682,ENSG00000072041
ENSP00000311645,ENSG00000072041
ENSP00000390706,ENSG00000072041
ENSP00000448308,ENSG00000072041
ENSP00000450145,ENSG00000072041
ENSP00000475035,ENSG00000072041
ENSP00000504902,ENSG00000072041
ENSP00000505062,ENSG00000072041
ENSP00000505134,ENSG00000072041
ENSP00000505247,ENSG00000072041
ENSP00000505286,ENSG00000072041
ENSP00000505485,ENSG00000072041
ENSP00000505628,ENSG00000072041
ENSP00000505705,ENSG00000072041
ENSP00000505731,ENSG00000072041
ENSP00000505775,ENSG00000072041
ENSP00000505789,ENSG00000072041
ENSP00000505814,ENSG00000072041
ENSP00000505934,ENSG00000072041
ENSP00000506053,ENSG00000072041
ENSP00000506131,ENSG00000072041
ENSP00000506161,ENSG00000072041
ENSP00000506425,ENSG00000072041
ENSP00000506482,ENSG00000072041
ENSP00000506491,ENSG00000072041
ENSP00000506546,ENSG00000072041
ENSP00000506716,ENSG00000072041
ENSP00000302790,ENSG00000169180
ENSP00000454586,ENSG00000169180
ENSP00000455310,ENSG00000169180
ENSP00000456066,ENSG00000169180
ENSP00000456273,ENSG00000169180
ENSP00000456422,ENSG00000169180
ENSP00000457341,ENSG00000169180
ENSP00000457742,ENSG00000169180
ENSP00000458314,ENSG00000169180
ENSP00000459591,ENSG00000169180
ENSP00000459736,ENSG00000169180
ENSP00000321070,ENSG00000082212
ENSP00000372384,ENSG00000082212
ENSP00000491152,ENSG00000082212
ENSP00000491520,ENSG00000082212
ENSP00000491724,ENSG00000082212
ENSP00000491793,ENSG00000082212
ENSP00000491954,ENSG00000082212
ENSP00000492067,ENSG00000082212
ENSP00000492085,ENSG00000082212
ENSP00000492272,ENSG00000082212
ENSP00000492309,ENSG00000082212
ENSP00000492377,ENSG00000082212
ENSP00000492393,ENSG00000082212
ENSP00000492638,ENSG00000082212
ENSP00000492733,ENSG00000082212
ENSP00000221363,ENSG00000104774
ENSP00000395473,ENSG00000104774
ENSP00000469456,ENSG00000104774
ENSP00000470174,ENSG00000104774
ENSP00000470533,ENSG00000104774
ENSP00000471685,ENSG00000104774
ENSP00000368066,ENSG00000101323
ENSP00000317721,ENSG00000179761
ENSP00000465329,ENSG00000179761
ENSP00000465428,ENSG00000179761
ENSP00000303754,ENSG00000171497
ENSP00000421221,ENSG00000171497
ENSP00000423207,ENSG00000171497
ENSP00000338185,ENSG00000182621
ENSP00000367904,ENSG00000182621
ENSP00000367908,ENSG00000182621
ENSP00000384001,ENSG00000182621
ENSP00000389911,ENSG00000182621
ENSP00000391162,ENSG00000182621
ENSP00000431704,ENSG00000182621
ENSP00000486301,ENSG00000182621
ENSP00000486428,ENSG00000182621
ENSP00000486531,ENSG00000182621
ENSP00000486655,ENSG00000182621
ENSP00000487075,ENSG00000182621
ENSP00000487544,ENSG00000182621
ENSP00000489643,ENSG00000182621
ENSP00000490455,ENSG00000182621
ENSP00000490641,ENSG00000182621
ENSP00000490771,ENSG00000182621
ENSP00000490792,ENSG00000182621
ENSP00000490862,ENSG00000182621
ENSP00000264914,ENSG00000113273
ENSP00000379455,ENSG00000113273
ENSP00000428611,ENSG00000113273
ENSP00000456339,ENSG00000113273
ENSP00000344831,ENSG00000075303
ENSP00000401473,ENSG00000075303
ENSP00000405566,ENSG00000075303
ENSP00000407780,ENSG00000075303
ENSP00000357069,ENSG00000143315
ENSP00000363503,ENSG00000130055
ENSP00000414019,ENSG00000130055
ENSP00000444601,ENSG00000130055
ENSP00000445982,ENSG00000130055
ENSP00000309141,ENSG00000173926
ENSP00000421979,ENSG00000173926
ENSP00000332130,ENSG00000100142
ENSP00000384112,ENSG00000100142
ENSP00000385725,ENSG00000100142
ENSP00000389307,ENSG00000100142
ENSP00000403852,ENSG00000100142
ENSP00000406826,ENSG00000100142
ENSP00000475257,ENSG00000100142
ENSP00000475342,ENSG00000100142
ENSP00000475343,ENSG00000100142
ENSP00000475707,ENSG00000100142
ENSP00000476132,ENSG00000100142
ENSP00000476187,ENSG00000100142
ENSP00000349576,ENSG00000129187
ENSP00000398194,ENSG00000129187
ENSP00000421792,ENSG00000129187
ENSP00000422386,ENSG00000129187
ENSP00000422662,ENSG00000129187
ENSP00000422729,ENSG00000129187
ENSP00000423182,ENSG00000129187
ENSP00000423498,ENSG00000129187
ENSP00000423894,ENSG00000129187
ENSP00000424017,ENSG00000129187
ENSP00000424050,ENSG00000129187
ENSP00000425287,ENSG00000129187
ENSP00000425462,ENSG00000129187
ENSP00000425904,ENSG00000129187
ENSP00000427282,ENSG00000129187
ENSP00000427470,ENSG00000129187
ENSP00000347206,ENSG00000197858
ENSP00000354316,ENSG00000197858
ENSP00000431233,ENSG00000197858
ENSP00000434485,ENSG00000197858
ENSP00000434544,ENSG00000197858
ENSP00000435024,ENSG00000197858
ENSP00000435119,ENSG00000197858
ENSP00000515386,ENSG00000197858
ENSP00000515403,ENSG00000197858
ENSP00000515404,ENSG00000197858
ENSP00000515405,ENSG00000197858
ENSP00000515406,ENSG00000197858
ENSP00000515409,ENSG00000197858
ENSP00000515410,ENSG00000197858
ENSP00000515411,ENSG00000197858
ENSP00000515412,ENSG00000197858
ENSP00000515415,ENSG00000197858
ENSP00000515416,ENSG00000197858
ENSP00000515424,ENSG00000197858
ENSP00000515425,ENSG00000197858
ENSP00000515449,ENSG00000197858
ENSP00000515450,ENSG00000197858
ENSP00000516036,ENSG00000197858
ENSP00000516037,ENSG00000197858
ENSP00000516039,ENSG00000197858
ENSP00000516043,ENSG00000197858
ENSP00000516044,ENSG00000197858
ENSP00000516045,ENSG00000197858
ENSP00000516046,ENSG00000197858
ENSP00000516047,ENSG00000197858
ENSP00000314196,ENSG00000177669
ENSP00000194130,ENSG00000081800
ENSP00000388403,ENSG00000081800
ENSP00000401417,ENSG00000081800
ENSP00000441309,ENSG00000081800
ENSP00000354829,ENSG00000198964
ENSP00000355235,ENSG00000198964
ENSP00000406795,ENSG00000198964
ENSP00000473668,ENSG00000198964
ENSP00000475427,ENSG00000198964
ENSP00000479633,ENSG00000198964
ENSP00000486310,ENSG00000198964
ENSP00000332679,ENSG00000197838
ENSP00000275230,ENSG00000146411
ENSP00000257549,ENSG00000135094
ENSP00000449061,ENSG00000135094
ENSP00000449833,ENSG00000135094
ENSP00000288071,ENSG00000157349
ENSP00000348271,ENSG00000157349
ENSP00000377267,ENSG00000157349
ENSP00000392639,ENSG00000157349
ENSP00000454495,ENSG00000157349
ENSP00000454571,ENSG00000157349
ENSP00000455193,ENSG00000157349
ENSP00000455813,ENSG00000157349
ENSP00000456574,ENSG00000157349
ENSP00000456757,ENSG00000157349
ENSP00000457366,ENSG00000157349
ENSP00000457633,ENSG00000157349
ENSP00000459407,ENSG00000157349
ENSP00000364131,ENSG00000158571
ENSP00000364145,ENSG00000158571
ENSP00000444074,ENSG00000158571
ENSP00000480232,ENSG00000158571
ENSP00000301522,ENSG00000167815
ENSP00000334063,ENSG00000167815
ENSP00000282507,ENSG00000168671
ENSP00000420865,ENSG00000168671
ENSP00000426017,ENSG00000168671
ENSP00000427404,ENSG00000168671
ENSP00000265627,ENSG00000105852
ENSP00000390253,ENSG00000105852
ENSP00000391072,ENSG00000105852
ENSP00000393174,ENSG00000105852
ENSP00000403850,ENSG00000105852
ENSP00000413276,ENSG00000105852
ENSP00000357452,ENSG00000163344
ENSP00000262027,ENSG00000166986
ENSP00000439307,ENSG00000166986
ENSP00000446168,ENSG00000166986
ENSP00000446729,ENSG00000166986
ENSP00000447145,ENSG00000166986
ENSP00000447258,ENSG00000166986
ENSP00000447335,ENSG00000166986
ENSP00000447914,ENSG00000166986
ENSP00000448378,ENSG00000166986
ENSP00000448576,ENSG00000166986
ENSP00000448910,ENSG00000166986
ENSP00000449071,ENSG00000166986
ENSP00000449787,ENSG00000166986
ENSP00000450018,ENSG00000166986
ENSP00000485951,ENSG00000166986
ENSP00000486356,ENSG00000166986
ENSP00000486738,ENSG00000166986
ENSP00000306397,ENSG00000169021
ENSP00000361932,ENSG00000196968
ENSP00000378270,ENSG00000196968
ENSP00000361047,ENSG00000101901
ENSP00000378260,ENSG00000101901
ENSP00000392990,ENSG00000101901
ENSP00000426892,ENSG00000101901
ENSP00000427093,ENSG00000101901
ENSP00000477513,ENSG00000101901
ENSP00000478130,ENSG00000101901
ENSP00000479424,ENSG00000101901
ENSP00000479483,ENSG00000101901
ENSP00000479632,ENSG00000101901
ENSP00000480638,ENSG00000101901
ENSP00000480711,ENSG00000101901
ENSP00000482257,ENSG00000101901
ENSP00000484523,ENSG00000101901
ENSP00000485067,ENSG00000101901
ENSP00000485071,ENSG00000101901
ENSP00000485093,ENSG00000101901
ENSP00000485181,ENSG00000101901
ENSP00000485279,ENSG00000101901
ENSP00000485333,ENSG00000101901
ENSP00000485392,ENSG00000101901
ENSP00000485400,ENSG00000101901
ENSP00000485420,ENSG00000101901
ENSP00000485624,ENSG00000101901
ENSP00000485658,ENSG00000101901
ENSP00000490681,ENSG00000101901
ENSP00000514558,ENSG00000101901
ENSP00000514584,ENSG00000101901
ENSP00000379377,ENSG00000140297
ENSP00000452741,ENSG00000140297
ENSP00000453453,ENSG00000140297
ENSP00000453774,ENSG00000140297
ENSP00000453928,ENSG00000140297
ENSP00000314036,ENSG00000026652
ENSP00000355872,ENSG00000026652
ENSP00000355878,ENSG00000026652
ENSP00000400211,ENSG00000026652
ENSP00000413901,ENSG00000026652
ENSP00000290649,ENSG00000159461
ENSP00000455842,ENSG00000159461
ENSP00000456288,ENSG00000159461
ENSP00000456745,ENSG00000159461
ENSP00000473636,ENSG00000159461
ENSP00000290209,ENSG00000140199
ENSP00000346112,ENSG00000140199
ENSP00000380814,ENSG00000140199
ENSP00000380819,ENSG00000140199
ENSP00000387725,ENSG00000140199
ENSP00000452705,ENSG00000140199
ENSP00000452771,ENSG00000140199
ENSP00000452776,ENSG00000140199
ENSP00000452828,ENSG00000140199
ENSP00000452857,ENSG00000140199
ENSP00000452904,ENSG00000140199
ENSP00000453473,ENSG00000140199
ENSP00000453702,ENSG00000140199
ENSP00000454069,ENSG00000140199
ENSP00000454168,ENSG00000140199
ENSP00000502539,ENSG00000140199
ENSP00000354775,ENSG00000198961
ENSP00000355284,ENSG00000198961
ENSP00000356822,ENSG00000143199
ENSP00000356825,ENSG00000143199
ENSP00000441992,ENSG00000143199
ENSP00000475192,ENSG00000143199
ENSP00000476402,ENSG00000143199
ENSP00000301962,ENSG00000106346
ENSP00000385964,ENSG00000106346
ENSP00000408217,ENSG00000106346
ENSP00000416910,ENSG00000106346
ENSP00000430568,ENSG00000106346
ENSP00000431127,ENSG00000106346
ENSP00000302441,ENSG00000170191
ENSP00000295640,ENSG00000176393
ENSP00000356255,ENSG00000176393
ENSP00000389602,ENSG00000176393
ENSP00000407614,ENSG00000176393
ENSP00000478325,ENSG00000176393
ENSP00000478884,ENSG00000176393
ENSP00000286648,ENSG00000156136
ENSP00000421508,ENSG00000156136
ENSP00000422971,ENSG00000156136
ENSP00000425578,ENSG00000156136
ENSP00000426389,ENSG00000156136
ENSP00000304845,ENSG00000241635
ENSP00000353593,ENSG00000241635
ENSP00000358412,ENSG00000023041
ENSP00000358413,ENSG00000023041
ENSP00000486105,ENSG00000023041
ENSP00000507009,ENSG00000023041
ENSP00000507016,ENSG00000023041
ENSP00000507345,ENSG00000023041
ENSP00000507388,ENSG00000023041
ENSP00000507445,ENSG00000023041
